"artist","title","label","imUrl","root-genre","first-release-year"
"Luiz Bonfa","Le Roi De La Bossa Nova","Universal","http://ecx.images-amazon.com/images/I/51R1X11Y3EL._SY300_.jpg","Jazz","2005"
"Elvin Jones","The Complete Blue Note Elvin Jones Sessions ","Mosaic","http://ecx.images-amazon.com/images/I/41IwCam1UaL._SL500_SY300_.jpg","Jazz","2000"
"Archie Shepp","For Losers","Universal/Impulse","http://ecx.images-amazon.com/images/I/3137K8XBDRL._SX300_.jpg","Jazz","2005"
"Various Artists","Ultimate Jazz Archive","Documents","http://ecx.images-amazon.com/images/I/518NJ04t4gL._SY300_.jpg","Jazz","2005"
"George Young","Burgundy","King Records","http://ecx.images-amazon.com/images/I/21iWANus9YL._SL500_.jpg","Jazz","1991"
"Ezra Weiss","Persephone","Umoja Productions","http://ecx.images-amazon.com/images/I/61Q1V9YPHJL._SX300_.jpg","Jazz","2006"
"Pete Fountain","Dixieland Classics","Ranwood","http://ecx.images-amazon.com/images/I/511GPBG78XL._SX300_.jpg","Jazz","1999"
"Cabo Frio","Right on the Money","MCA / ZEBRA RECORDS","http://ecx.images-amazon.com/images/I/31MC56369PL.jpg","Jazz","1986"
"Various","JAZZIZ on Disc ","Jazziz Magazine","http://ecx.images-amazon.com/images/I/61YHN3JZK1L._SX300_.jpg","Jazz","1995"
"Brat Oles  Mikolaj Trzaska  Marcin Oles Jean Luc-Cappozzo","Suite For Trio +","Fenomedia","http://ecx.images-amazon.com/images/I/51FC0KB39ML._SY300_.jpg","Jazz","2005"
"Mel & Various Artists Torme","Home for Christmas","Rhino Records","http://ecx.images-amazon.com/images/I/51lUsHiJl0L._SL500_SX300_.jpg","Jazz","2010"
"Gerardo Frisina","Latin Kick","Schema","http://ecx.images-amazon.com/images/I/41VPF2sFyeL._SX300_.jpg","Jazz","2005"
"Knut Reiersrud & Iver Kleive","Bla Koral","Kirkelig Kulturverksted","http://ecx.images-amazon.com/images/I/51jv%2B6ANAKL._SX300_.jpg","Jazz","1991"
"Compass Productions","Tis the Season: Smooth Jazz Chistmas","Compass Productions","http://ecx.images-amazon.com/images/I/41X2Z7B6P7L.jpg","Jazz","1998"
"Bunny Brunel","Dedication","Universal","http://ecx.images-amazon.com/images/I/612uOCrbbRL._SY300_.jpg","Jazz","1992"
"Andy Laverne","Farewell","Emarcy 1993","http://ecx.images-amazon.com/images/I/41cE%2Bb0il-L._SY300_.jpg","Jazz","1993"
"Freddie Roach","Down to Earth","Blue Note Collection","http://ecx.images-amazon.com/images/I/61ZARN025NL._SY300_.jpg","Jazz","1962"
"Various Artists","Summer Sound Wave","Word","http://ecx.images-amazon.com/images/I/41WPF2MC8XL._SX300_.jpg","Jazz","1994"
"Dave Grusin","Smooth Yule","Blockbuster","http://ecx.images-amazon.com/images/I/21BVZKQJFSL.jpg","Jazz","1996"
"The Lebrón Brothers","Criollo ","Cotique","http://ecx.images-amazon.com/images/I/31TWVWZD12L.jpg","Jazz","1982"
"Power Music & Various","80's Pop Workout 1","Power Music, Inc.","http://ecx.images-amazon.com/images/I/51Ygo8YDdPL._SY300_.jpg","Jazz","1995"
"Earla Porch","Satin & Smoke","CDBY","http://ecx.images-amazon.com/images/I/51sUqPx%2BclL._SY300_.jpg","Jazz","2003"
"Various Artists","Something's Got a Hold on Me","Hear Music","http://ecx.images-amazon.com/images/I/51ZP9fqYghL._SX300_.jpg","Jazz","2005"
"Lori Mechem","Brazilian Christmas","Village Square","http://ecx.images-amazon.com/images/I/4103EE12DCL._SX300_.jpg","Jazz","2005"
"Calvin Big Tree Weston","When We Were Young","It's a Pleasure","http://ecx.images-amazon.com/images/I/514SP9PktvL._SY300_.jpg","Jazz","2000"
"Ab","Ab","AB+","http://ecx.images-amazon.com/images/I/518ZM1yOk8L._SY300_.jpg","Jazz","1969"
"Lionel Hampton","Hamp - The Legendary Decca Recordings of Lionel Hampton","Decca Jazz / Polygram","http://ecx.images-amazon.com/images/I/41%2BifMeZ2CL._SL500_SX300_.jpg","Jazz","1996"
"The Souljazz Orchestra","Uprooted","Funk Manchu Records","http://ecx.images-amazon.com/images/I/61M0Fw0e6gL._SY300_.jpg","Jazz","2005"
"Pamela Stonebrooke","Intergalactic Diva","Higher Self Records","http://ecx.images-amazon.com/images/I/51u8nK6hOJL._SY300_.jpg","Jazz","2000"
"Cathy Morris","Its About Time","Cathy Morris","http://ecx.images-amazon.com/images/I/51T0RtgRPDL._SY300_.jpg","Jazz","2004"
"Wright Combination","Spiritual Evolution","The Wright Combination","http://ecx.images-amazon.com/images/I/51GDt-rRQtL._SY300_.jpg","Jazz","2009"
"Art Gore","Artwork","Argo","http://ecx.images-amazon.com/images/I/51jBmYwC7WL._SY300_.jpg","Jazz","2001"
"Christopher Hopkins","Ill Be Seeing You","Christopher Hopkins","http://ecx.images-amazon.com/images/I/31%2BUYIB3NJL._SL500_.jpg","Jazz","2004"
"The San Francisco Klezmer Experience (Aka the Klez-X)","Harbst","Krywanoga Productions","http://ecx.images-amazon.com/images/I/61yW6kCL6JL._SY300_.jpg","Jazz","2004"
"Sony Holland","On a San Francisco High","Van Ness","http://ecx.images-amazon.com/images/I/51-BsNyBcjL._SY300_.jpg","Jazz","2003"
"Cami Thompson","By Request","Cami Thompson","http://ecx.images-amazon.com/images/I/51JkcZCGYHL._SY300_.jpg","Jazz","2003"
"Jason Myers","Seems Like Old Times","Key Player Music Productions","http://ecx.images-amazon.com/images/I/51iTkDqJO-L._SY300_.jpg","Jazz","2000"
"Alexa Weber Morales","Jazzmerica","Crazy Monkey Productions","http://ecx.images-amazon.com/images/I/315gBWymOKL._SL500_.jpg","Jazz","2004"
"Stephanie Porter","Mood Swings","Stephanie Porter","http://ecx.images-amazon.com/images/I/41spRUKGzuL._SX300_.jpg","Jazz","2003"
"Jenni Alpert","Pieces","SoundIt Records","http://ecx.images-amazon.com/images/I/51ZRxe9qOHL._SY300_.jpg","Jazz","2005"
"Wolfgang Dauner","The Oimels","MPS","http://ecx.images-amazon.com/images/I/41Q6MTW431L._SX300_.jpg","Jazz","1969"
"Taylor Ho Bynum & SpiderMonkey Strings","Other Stories ","482 Music","http://ecx.images-amazon.com/images/I/517BCRA88DL._SY300_.jpg","Jazz","2006"
"Cory Combs","Valencia","Evander Music","http://ecx.images-amazon.com/images/I/51MGHJ8MNVL._SX300_.jpg","Jazz","2009"
"Various Artists","Dinner at Eight ","EMI-Capitol Music","http://ecx.images-amazon.com/images/I/51AYBE7E3WL._SX300_.jpg","Jazz","2002"
"Kari Heinilä","Lill'Lisa","Abovoice","http://ecx.images-amazon.com/images/I/5172S8R3PYL._SX300_.jpg","Jazz","2003"
"Various Artists","Reader's Digest - The Most Beautiful Songs of the Century","Reader's Digest","http://ecx.images-amazon.com/images/I/21APrlFXJXL.jpg","Jazz","1998"
"Various Artists","101 Glorious Melodies from Operetta ","Reader's Digest","http://ecx.images-amazon.com/images/I/51F47A1EGQL._SX300_.jpg","Jazz","1989"
"Soil & « Pimp » Sessions","Pimp of the Year","VICTOR JAPAN","http://ecx.images-amazon.com/images/I/51CPQTYGSPL._SY300_.jpg","Jazz","2006"
"Various","Your Hit Parade - The Early '60s","Time-Life Records/MCA","http://ecx.images-amazon.com/images/I/51TD9A2XJEL._SY300_.jpg","Jazz","1993"
"Kaori Kobayashi","Fine","Jvc Victor","http://ecx.images-amazon.com/images/I/513fSFXNldL._SY300_.jpg","Jazz","2006"
"Various Artists","Sounds of the Eighties - 1984","Time Life Music","http://ecx.images-amazon.com/images/I/51R7MMTG6VL._SY300_.jpg","Jazz","1994"
"Andrews Sisters","Sirens of Swing: Great Songs of the 30's & 40's, Vol. 1","Platinum","http://ecx.images-amazon.com/images/I/31EQ7Z76STL.jpg","Jazz","1999"
"太田剣","Swingroove","Verve","http://ecx.images-amazon.com/images/I/51KrJEZL1HL._SX300_.jpg","Jazz","2006"
"Various Artists","All Access - Front Row. Backstage. LIVE!","MCA Records","http://ecx.images-amazon.com/images/I/61QXDXJTE9L._SX300_.jpg","Jazz","2001"
"Various Artists","AM Gold: The Mid-'60s","Time-Life Music","http://ecx.images-amazon.com/images/I/51JPYRJVWYL._SX300_.jpg","Jazz","1995"
"Kay Kyser","Kay Kyser:  His Greatest Hits & Sentimental Favorites","The Good Music Record Company","http://ecx.images-amazon.com/images/I/51DZQZF4A6L._SY300_.jpg","Jazz","1992"
"Anita Ward","Solid Gold Soul 1979","Time-Life Music","http://ecx.images-amazon.com/images/I/51QQA3HFX3L._SX300_.jpg","Jazz","1997"
"Various Artists","Solid Gold Soul 1965","Time-Life Music","http://ecx.images-amazon.com/images/I/513AC5DY79L._SX300_.jpg","Jazz","1991"
"Till Bronner","Oceana","Universal/Verve","http://ecx.images-amazon.com/images/I/51NfjMncHtL._SY300_.jpg","Jazz","2006"
"Invisible Session","Invisible Session","Sony/Columbia","http://ecx.images-amazon.com/images/I/517BEHH4V1L._SX300_.jpg","Jazz","2006"
"Five Birds & a Monk","Five Birds & a Monk","VICTOR JAPAN","http://ecx.images-amazon.com/images/I/51V-UZHpFLL._SX300_.jpg","Jazz","1998"
"Various Artists","Live At the World Cafe - Volume 2","World Cafe","http://ecx.images-amazon.com/images/I/41XNESHS2FL._SX300_.jpg","Jazz","1995"
"Various Artists","A Year in Your Life 1987, Vol 2","Definitive Records","http://ecx.images-amazon.com/images/I/515QDc5i04L._SL500_SY300_.jpg","Jazz","2001"
"Maria Schneider","Days of Wine and Roses - Live At the Jazz Standard","ArtistShare","http://ecx.images-amazon.com/images/I/21PJ-UGIo2L.jpg","Jazz","2000"
"Chick Corea","Super Trio","PID","http://ecx.images-amazon.com/images/I/51KfZxVmrNL._SX300_.jpg","Jazz","2006"
"Various Artists","Gallimaufry","Columbia","http://ecx.images-amazon.com/images/I/31VCXVW1Q0L._SX300_.jpg","Jazz","2004"
"Steve Coleman","Weaving Symbolics","Label Blue","http://ecx.images-amazon.com/images/I/51MAKfInl5L._SX300_.jpg","Jazz","2006"
"8 1/2 Souvenirs","Live Memories","Giraudo Records","http://ecx.images-amazon.com/images/I/51S0HD72C1L._SX300_.jpg","Jazz","2000"
"Wood Brothers","Way Not to Lose","EMIMUSIC JAPAN","http://ecx.images-amazon.com/images/I/311J4ZGMZGL.jpg","Jazz","2006"
"Various Artists","Wooden Flute Obsession vol. 2","ITMS","http://ecx.images-amazon.com/images/I/51R38H7AKFL._SY300_.jpg","Jazz","2002"
"Hadouk Trio","Utopies ","Naive","http://ecx.images-amazon.com/images/I/41T0FtkPMsL._SX300_.jpg","Jazz","2006"
"Various Artists","The Best Of Jazz Classics","BBC","http://ecx.images-amazon.com/images/I/71LumY89jVL._SL500_SX300_.jpg","Jazz","1987"
"Jon-Erik Kellso","Jon-Erik Kellso's BC Buddies","gen-Erik Records","http://ecx.images-amazon.com/images/I/51pZBp6oApL._SL500_SY300_.jpg","Jazz","2005"
"Bill Evans Trio","Live in Buenos Aires 1979","West Wind","http://ecx.images-amazon.com/images/I/41r5zzvZgQL._SY300_.jpg","Jazz","2003"
"Adderley Brothers","Savoy Recordings","Indie Europe/Zoom","http://ecx.images-amazon.com/images/I/51cn2Ug-tML._SX300_.jpg","Jazz","1980"
"Shibusashirazu","Lost Direction","Moers Music","http://ecx.images-amazon.com/images/I/51EV4G94X6L._SY300_.jpg","Jazz","2015"
"Nukli","The Time Factory","Delec","http://ecx.images-amazon.com/images/I/21B9T92B7QL.jpg","Jazz","1997"
"Chet Baker","Supreme Jazz","Sacd","http://ecx.images-amazon.com/images/I/51G9X3tQn4L._SY300_.jpg","Jazz","2006"
"Lee Morgan Clifford Jordan Quintet","Live in Baltimore 1968","Fresh Sound Records","http://ecx.images-amazon.com/images/I/51sGA4eL6FL._SY300_.jpg","Jazz","2014"
"Ed Palermo","Take Your Clothes Off When You Dance","CUNEIFORM RECORDS","http://ecx.images-amazon.com/images/I/61SVT39HCPL._SX300_.jpg","Jazz","2006"
"Various Artists","Christmas Classics on Piano Volume 1","YMC Records","http://ecx.images-amazon.com/images/I/517C5X2VD1L._SX300_.jpg","Jazz","2005"
"Marilyn Scott","Innocent Of Nothing","CreateSpace","http://ecx.images-amazon.com/images/I/61FVvz0HiaL._SY300_.jpg","Jazz","2006"
"Various Artists","Singers and Songwriters: 1973-1975","Time Life","http://ecx.images-amazon.com/images/I/51nrvk%2BC5aL._SY300_.jpg","Jazz","2002"
"Oliver Nelson","Oliver Nelson: The Argo, Verve and Impulse Big Band Studio Sessions","Universal Classics","http://ecx.images-amazon.com/images/I/51MZeyCbpyL._SY300_.jpg","Jazz","2007"
"Pete Levin","Icarus","PLM","http://ecx.images-amazon.com/images/I/5156YC56HTL._SY300_.jpg","Jazz","2003"
"Trio Prim Jacobs Feat. Ruud Brink","Just Friends","PID","http://ecx.images-amazon.com/images/I/61ERJ08W59L._SY300_.jpg","Jazz","1990"
"Richard Carr","Biosphere","Leo Records","http://ecx.images-amazon.com/images/I/51SDD19YC9L.jpg","Jazz","2001"
"Dizzy Gillespie","The Bop Sessions","Gazell","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","1995"
"Roger Cicero","Mannersachen","Wea","http://ecx.images-amazon.com/images/I/51V7P7NS5ZL._SX300_.jpg","Jazz","2006"
"Glenn Miller","Ultimate Collection","PID","http://ecx.images-amazon.com/images/I/51L00D5p1rL._SX300_.jpg","Jazz","1998"
"Various Artists","Lights Out IV","KINK FM 102","http://ecx.images-amazon.com/images/I/51bOuDQdeqL._SL500_SY300_.jpg","Jazz","1993"
"Lani Hall","Collectibles","AM","http://ecx.images-amazon.com/images/I/51AFDPVFJ4L._SX300_.jpg","Jazz","1991"
"Marc Demuth","Danca Da Solidao","CDBY","http://ecx.images-amazon.com/images/I/51BDKyQVzuL._SX300_.jpg","Jazz","1972"
"Doug Walker","Sundance","CDBY","http://ecx.images-amazon.com/images/I/510kp4MTORL._SY300_.jpg","Jazz","1993"
"John Hicks","Friends Old & New","Bmg","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","1992"
"Various","Southbound","Acoustic Guitar","http://ecx.images-amazon.com/images/I/51VK6EDDBWL._SX300_.jpg","Jazz","1997"
"King Pleasure","King Pleasure Sings/Annie Ross Sings","Prestige","http://ecx.images-amazon.com/images/I/51EAMTH8MRL._SX300_.jpg","Jazz","1991"
"Miles Davis","Porgy & Bess","Sony/Columbia","http://ecx.images-amazon.com/images/I/41ZO850HStL._SX300_.jpg","Jazz","1958"
"Ron Carter","Spanish Blue","King","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","1975"
"Charlie Parker","Bebop's Heartbeat","Savoy Records","http://ecx.images-amazon.com/images/I/51CXJZK21ML._SX300_.jpg","Jazz","1987"
"Beverly Kenney","Snuggled on Your Shoulder","BOUNDEE","http://ecx.images-amazon.com/images/I/41WNW1BBG5L._SY300_.jpg","Jazz","2006"
"Various Artists","The Buzz Volume 2","Tooth & Nail Records","http://ecx.images-amazon.com/images/I/61TRzu1it5L._SX300_.jpg","Jazz","1993"
"Megatron","Vol. 1-I Believe in a Thing Called Soul","CDBY","http://ecx.images-amazon.com/images/I/51%2B7xBn1MwL._SY300_.jpg","Jazz","2002"
"The Moonlighters","Surrender","Onliest Records","http://ecx.images-amazon.com/images/I/519Xf8z9KhL._SX300_.jpg","Jazz","2006"
"Slim & Slam","1938-1939","Giants of Jazz","http://ecx.images-amazon.com/images/I/61Aimznrg8L._SY300_.jpg","Jazz","1996"
"Oliver Gannon","Two Much Guitar","Cellar Live","http://ecx.images-amazon.com/images/I/51PCRKDJMQL._SX300_.jpg","Jazz","2006"
"Nguyen Le","Miracles","PID","http://ecx.images-amazon.com/images/I/51d2FAA-CyL._SY300_.jpg","Jazz","1990"
"Sea Level","Long Walk On A Short Pier","Capricorn","http://ecx.images-amazon.com/images/I/21qztAcbw8L._SL500_.jpg","Jazz","1979"
"Peter Kowald, Damon Smith, Spirit Marco Eneidi","Ghetto Calypso","NotTwo","http://ecx.images-amazon.com/images/I/51iiLVZqIqL._SY300_.jpg","Jazz","2006"
"Krzysztof Komeda","Astigmatic","Polskie Nagrania - Muza","http://ecx.images-amazon.com/images/I/510KqBq7wKL._SX300_.jpg","Jazz","1966"
"Various Artists","Your Hit Parade: The War Years","Time-Life Music","http://ecx.images-amazon.com/images/I/51MPYQBBTSL._SX300_.jpg","Jazz","1991"
"Various Artists","Jazz for a Rainy Afternoon","Heritage Jazz","http://ecx.images-amazon.com/images/I/411px0KG6OL._SL500_SY300_.jpg","Jazz","1998"
"Various","Time Life Your Hit Parade - '60s Instrumentals: Take Two","Time Life Music/MCA","http://ecx.images-amazon.com/images/I/61HondVcwSL._SL500_SX300_.jpg","Jazz","1993"
"Sarah Scharbrough","So Many Reasons","CDBY","http://ecx.images-amazon.com/images/I/51V%2ByY4kBRL._SY300_.jpg","Jazz","2014"
"George Clinton","Solid Gold Soul Mid-'80s","Time-Life Music","http://ecx.images-amazon.com/images/I/51Y8AW10BML._SX300_.jpg","Jazz","2000"
"Various Artists","Solid Gold Soul 1972","Time-Life Music","http://ecx.images-amazon.com/images/I/51MHGSSY2GL._SX300_.jpg","Jazz","1997"
"Various Artists","The Classic Rhythm & Blues Collection 1955-1959","Time Life","http://ecx.images-amazon.com/images/I/41WWcom%2BekL.jpg","Jazz","2000"
"Philadelphia","Tell the Truth","Millenium Eight Records","http://ecx.images-amazon.com/images/I/31MRt78aruL.jpg","Jazz","1999"
"Steve Wiest","Excalibur","Arabesque Recordings","http://ecx.images-amazon.com/images/I/61WDK2AFYPL._SY300_.jpg","Jazz","2006"
"Tommy Dorsey","Big Bands Tommy Dorsey","Time Life","http://ecx.images-amazon.com/images/I/41v6r0DO1-L._SX300_.jpg","Jazz","1992"
"Company","Company","Sony BMG Philippines","http://ecx.images-amazon.com/images/I/510EG1X100L._SX300_.jpg","Jazz","1977"
"Marion Brown","Vista","Universal","http://ecx.images-amazon.com/images/I/51e6YUThyxL._SY300_.jpg","Jazz","2006"
"Various Artists","Groove Deluxe GLOBAL CHILL","Sugo Music (Sharper Image)","http://ecx.images-amazon.com/images/I/51dEcs%2BZpRL._SX300_.jpg","Jazz","2003"
"Dorothy Ashby","Dorothy's Harp","Universal","http://ecx.images-amazon.com/images/I/21A1KNZ9VFL.jpg","Jazz","1969"
"various artists","Home for the Holidays Box Set","reader's digest","http://ecx.images-amazon.com/images/I/41K0D24HVKL._SX300_.jpg","Jazz","2003"
"Various Artists","The Best of Jukebox Rock 1966 Vol 1","p","http://ecx.images-amazon.com/images/I/51WQJ1SkAtL._SL500_SX300_.jpg","Jazz","1989"
"Harry Tavitian","Dissipatin","CDBY","http://ecx.images-amazon.com/images/I/51s-OkD3cbL._SY300_.jpg","Jazz","2005"
"Miles Davis","Sketches of Spain","Sony","http://ecx.images-amazon.com/images/I/51OViUvzZoL._SY300_.jpg","Jazz","1960"
"Various Artists","The Best of Jukebox Rock 1965 Vol 1","PILZ GambH & Co Music K, Hamburg West Germany","http://ecx.images-amazon.com/images/I/41F4aOzojCL._SX300_.jpg","Jazz","1989"
"Various Artists","The Best of Jukebox Rock 1962 Vol 1","PILZ GambH & Co Music K, Hamburg West Germany","http://ecx.images-amazon.com/images/I/51KIj-BhJJL._SL500_SX300_.jpg","Jazz","1989"
"Yelena Eckemoff","The Call","L & H Production","http://ecx.images-amazon.com/images/I/51ESxcCP3ML._SX300_.jpg","Jazz","2005"
"Till Bronner","Oceana","Universal","http://ecx.images-amazon.com/images/I/619nOx9QOZL._SY300_.jpg","Jazz","2006"
"Spontaneous Music Ensemble","Biosystem","Imports","http://ecx.images-amazon.com/images/I/31mBdw8DebL.jpg","Jazz","1977"
"Gabor Szabo","Mizrab","PID","http://ecx.images-amazon.com/images/I/41HmARP%2BB4L._SX300_.jpg","Jazz","1973"
"Paolo Rustichelli","Neopagan ","Next Age Music Records","http://ecx.images-amazon.com/images/I/516Z3QTN3DL._SY300_.jpg","Jazz","2006"
"Various","Jazz For The Quiet Times","Jazz Heritage","http://ecx.images-amazon.com/images/I/51YJP4QR70L._SX300_.jpg","Jazz","1998"
"Various Artists","Solid Gold Soul 1975","Time-Life Music","http://ecx.images-amazon.com/images/I/51SXZ1EH0SL._SX300_.jpg","Jazz","1996"
"Various Artists","Solid Gold Soul 1974","Time Life Music","http://ecx.images-amazon.com/images/I/513ZP3DRE6L._SX300_.jpg","Jazz","1996"
"Various Artists","Classic Rock: 1969","Time Life Music / Warner Special Products","http://ecx.images-amazon.com/images/I/51P2SRZTASL._SX300_.jpg","Jazz","1988"
"Billet-Deux","Alita","CDBY","http://ecx.images-amazon.com/images/I/51gqM9WVO9L._SY300_.jpg","Jazz","1903"
"Ralph Macdonald","Sound Of A Drum","Marlin","http://ecx.images-amazon.com/images/I/41KV8FzXE2L._SY300_.jpg","Jazz","1976"
"Mark Zauss","Beyond the Stratosphere","CDBY","http://ecx.images-amazon.com/images/I/51JNnQaURCL._SY300_.jpg","Jazz","2003"
"Various Artists","TV Themes Of The '80s","Time-Life","http://ecx.images-amazon.com/images/I/51ILPXI2p9L._SX300_.jpg","Jazz","1996"
"Freddie Hubbard","Freddie Hubbard & Benny Golson","LRC Ltd.","http://ecx.images-amazon.com/images/I/510qNu8j3mL._SY300_.jpg","Jazz","2006"
"Cloud 9","Millennium ","Acid Jazz Records","http://ecx.images-amazon.com/images/I/319NGD3D7WL.jpg","Jazz","1993"
"Various Artists","99X Live X 10","WNNX","http://ecx.images-amazon.com/images/I/4124x0nc3hL._SL500_.jpg","Jazz","2005"
"Mark Maxwell","Sweet Sax","CDBY","http://ecx.images-amazon.com/images/I/51Yn66%2BlTnL._SY300_.jpg","Jazz","1995"
"johnny costa","Neighborhood","savoy jazz","http://ecx.images-amazon.com/images/I/51s0uN8Hc0L._SX300_.jpg","Jazz","1989"
"Various Artists","Joey Vendetta Presents 100% Pure Rock","Quality Music","http://ecx.images-amazon.com/images/I/71A4xPUEKWL._SL500_SX300_.jpg","Jazz","1995"
"Evan Parker","The Topography of the Lungs","PSI Records","http://ecx.images-amazon.com/images/I/51GjLty7EVL._SL500_SY300_.gif","Jazz","1970"
"Billie Holiday","Troubled Souls","Indie Europe/Zoom","http://ecx.images-amazon.com/images/I/51IzSNQeqcL._SX300_.jpg","Jazz","2006"
"Sarah Vaughan","Essence of Sarah Vaughan","Delta Music","http://ecx.images-amazon.com/images/I/41HWKurrI3L._SX300_.jpg","Jazz","2006"
"Ella Fitzgerald","Queen of Jazz","PID","http://ecx.images-amazon.com/images/I/41Fb4Ggm1kL._SY300_.jpg","Jazz","1999"
"George Duke","From Me to You","Epic Records","http://ecx.images-amazon.com/images/I/510fr5a9LcL._SX300_.jpg","Jazz","1977"
"Duke Ellington","In a Sentimental Mood","PID","http://ecx.images-amazon.com/images/I/51PUJoG%2BufL._SY300_.jpg","Jazz","1935"
"Beth McDonald","Only Forever","Classic Avenue Records","http://ecx.images-amazon.com/images/I/41Cz41WqfAL._SY300_.jpg","Jazz","1998"
"Various Artists","Soulful Christmas","Time Life Music","http://ecx.images-amazon.com/images/I/51EnXWT1KIL._SX300_.jpg","Jazz","1999"
"Jacques Thollot","Cinq Hops","Indie Europe/Zoom","http://ecx.images-amazon.com/images/I/41IOfMfaA4L._SX300_.jpg","Jazz","1978"
"Sony Holland","Out Of This World","Van Ness Records","http://ecx.images-amazon.com/images/I/51IZ3S%2B1REL._SX300_.jpg","Jazz","2006"
"Various Artists","Jazz in Paris: 100's Most Beautiful Melodies","Universal","http://ecx.images-amazon.com/images/I/51yV5IplXGL._SY300_.jpg","Jazz","2006"
"Herculaneum","Orange Blossom","482 Music","http://ecx.images-amazon.com/images/I/51ToyF0A2PL._SY300_.jpg","Jazz","1997"
"Re'Generation","Christmas In Velvet","Impact","http://ecx.images-amazon.com/images/I/410Nx9118fL.jpg","Jazz","2002"
"Ronald Smith","Got Groove","K&A Music Group","http://ecx.images-amazon.com/images/I/51fZdaMWPYL._SY300_.jpg","Jazz","2005"
"Spur of the Moment","Urban Renewal","CDBY","http://ecx.images-amazon.com/images/I/51Na4wcfxvL._SL500_SX300_.jpg","Jazz","2003"
"various artists","Vintage Music Collectors Series, Volumes 15 & 16","MCA","http://ecx.images-amazon.com/images/I/51HUrEgxhqL._SL500_SX300_.jpg","Jazz","1986"
"Lew Soloff","Hanalei Bay","King Records","http://ecx.images-amazon.com/images/I/51sc0TSJNjL._SY300_.jpg","Jazz","1983"
"Various Artists","People Who Speak With Their Hands","Sony Music","http://ecx.images-amazon.com/images/I/411XiWvDsbL._SL500_.jpg","Jazz","1993"
"Various Artists","Q102-Redbeard's All Access","Redbeard","http://ecx.images-amazon.com/images/I/61EWI15b8NL._SY300_.jpg","Jazz","1993"
"Eldar Djangirov","Eldar","D&D Trio","http://ecx.images-amazon.com/images/I/61IZsTvgyIL._SL500_SY300_.jpg","Jazz","2001"
"Various Artists","Live From The Music Hall, Volume Three","KSCA FM 101.9","http://ecx.images-amazon.com/images/I/41bTirFQzgL._SY300_.jpg","Jazz","1999"
"Various Artists","Double Impact - Music For Playstation","EPIC","http://ecx.images-amazon.com/images/I/31pTRs6gcQL.jpg","Jazz","1999"
"Various Artists","The Sounds of the Eighties 1986","Time Life Music","http://ecx.images-amazon.com/images/I/514ya8tM8bL._SX300_.jpg","Jazz","1994"
"Andre Delano","First Christmas","7th Note Entertainment","http://ecx.images-amazon.com/images/I/41NqrBERMKL._SX300_.jpg","Jazz","2006"
"Benny Goodman","Lady Be Good","Success","http://ecx.images-amazon.com/images/I/51ctknQQeiL._SL500_.jpg","Jazz","1999"
"Various","The Roots of Hendrix","MOJO","http://ecx.images-amazon.com/images/I/61E8oFRU%2B5L._SX300_.jpg","Jazz","2005"
"Various Artists","The Music of Disneyland, Walt Disney World, and Epcot Center","Disneyland Records And Tapes","http://ecx.images-amazon.com/images/I/61pn6DebHdL._SY300_.jpg","Jazz","1988"
"Claude Bolling","Claude Bolling","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/51ie%2BZD9WtL._SY300_.jpg","Jazz","1993"
"Sonny Clark","Blues in The Night","Blue Note / Toshiba-EMI","http://ecx.images-amazon.com/images/I/51IOURVjqWL._SL500_SX300_.jpg","Jazz","1979"
"Charles Mingus","Live at Birdland 1962","Jazz View","http://ecx.images-amazon.com/images/I/51weShH4uIL._SL500_SX300_.jpg","Jazz","1990"
"Wayne King","The Waltz King","Good Music","http://ecx.images-amazon.com/images/I/41V1GHVJTNL._SY300_.jpg","Jazz","2007"
"Albert Beger","evolving silence vol. 2","earsay records","http://ecx.images-amazon.com/images/I/31S6ze%2BXd-L.jpg","Jazz","2006"
"Various Artists","Easy Listening Gold 1960-1961","BMG Music","http://ecx.images-amazon.com/images/I/512BCGEDYVL._SY300_.jpg","Jazz","1999"
"Albert Beger","evolving silence vol. 1","earsay","http://ecx.images-amazon.com/images/I/41FKWSO01yL.jpg","Jazz","2005"
"Various Artists","Pottery Barn - Tiki Rhythms","Rock River Communications/EMI-Capitol Music","http://ecx.images-amazon.com/images/I/41Yqz7JEpfL._SL500_SX300_.jpg","Jazz","2002"
"Various Artists","Easy Listening Gold 1966-1967","BMG Music","http://ecx.images-amazon.com/images/I/519T41VEFEL._SX300_.jpg","Jazz","1999"
"Glenn Miller","Big Bands: Glenn Miller: Take Two","Time Life","http://ecx.images-amazon.com/images/I/41a09DCPPVL.jpg","Jazz","1993"
"Various Artists","Kevin & Bean's Super Christmas","KROQ","http://ecx.images-amazon.com/images/I/61EXIaKpQkL._SY300_.jpg","Jazz","2006"
"Artie Shaw","Big Bands: Artie Shaw","Time-Life Music","http://ecx.images-amazon.com/images/I/21re%2BksBQtL.jpg","Jazz","1993"
